id,full_name,profession,license_number,authority,status,province,trust_score,identity_verified,risk_level
7448015d-6c4d-47ca-83b1-0c4952c1a12c,"Sarah Muller",Advocate,LP376210,LPC,Practising,Limpopo,98,true,Low
643a6e55-0778-4c52-aaa5-418387bf4ede,"John Molefe",Specialist,MP816331,HPCSA,Struck Off,KwaZulu-Natal,28,false,Critical
3905386f-c898-49d5-9e20-072e999bb623,"John Grootboom",Advocate,LP735502,LPC,Practising,Western Cape,95,true,Low
074f20af-08e7-41de-bf87-24a4d7132949,"Chris Molefe",Specialist,MP758889,HPCSA,Active,Northern Cape,97,true,Low
5f0ed7d8-4ee5-48c2-b813-adb9a116351b,"Tumi Smit",Psychologist,MP139835,HPCSA,Struck Off,Northern Cape,25,false,Critical
5321f46c-481c-46d9-a59e-6459473ba462,"John Smit",Advocate,LP406780,LPC,Struck Off,Eastern Cape,30,false,Critical
3d4a02e9-0a5b-4e9f-86e2-d171c1c3ebdc,"Jane Smith",Attorney,LP733789,LPC,Good Standing,Limpopo,90,true,Low
52482537-76dc-41ce-9584-aa316c96de19,"Musa Smith",Psychologist,MP545973,HPCSA,Good Standing,Northern Cape,91,true,Low
40a2bd92-29bb-476b-bf86-6b316804fdf3,"John Zuma",Nurse,REG51867,SANC,Practising,Mpumalanga,100,true,Low
fc2c927b-a8f0-4e02-aaf1-d072c549a67c,"Chris Smit",Doctor,MP706668,HPCSA,Struck Off,Gauteng,24,false,Critical
88ee7a2f-0f3b-442b-bf35-53a91737796b,"Musa Smit",Psychologist,MP581458,HPCSA,Practising,KwaZulu-Natal,95,true,Low
f57fa852-9812-4b9f-826e-dab66bb355a5,"Jane Smit",Advocate,LP169587,LPC,Practising,Mpumalanga,99,true,Low
fa5ebb41-c756-4266-9af0-0d4bc322f30a,"Lindiwe Ndlovu",Psychologist,MP461249,HPCSA,Active,Limpopo,100,true,Low
78b956d3-852e-4122-b6de-2c94869c6178,"Nomsa Zuma",Nurse,REG21318,SANC,Suspended,Mpumalanga,46,true,Medium
845be215-2672-4a4f-b63a-73712215f725,"Musa Molefe",Specialist,MP713357,HPCSA,Good Standing,Limpopo,94,true,Low
cb2842bf-847e-4537-9655-9670d91d235d,"Chris Botha",Attorney,LP316065,LPC,Suspended,KwaZulu-Natal,53,true,Medium
509c7635-6556-41e9-ad7d-e78cac3b9c7a,"Sipho Ndlovu",Doctor,MP956628,HPCSA,Struck Off,Northern Cape,6,false,Critical
4529138d-3938-41b1-a659-394eb705bdcd,"Musa Grootboom",Nurse,REG92373,SANC,Struck Off,North West,9,false,Critical
8ba8a07f-c1d6-42db-b3cd-73b0bd437074,"Lerato Smith",Advocate,LP381245,LPC,Good Standing,Gauteng,93,true,Low
754c7c95-4a45-4dc0-b610-92fb4b5ca749,"Sarah Smith",Psychologist,MP636770,HPCSA,Struck Off,Eastern Cape,29,false,Critical
0989c9f1-dff0-4564-84b8-d541fd616d6c,"Sipho Smit",Doctor,MP585132,HPCSA,Practising,Western Cape,91,true,Low
3f28d428-9eef-4f09-83cb-431dabe20e2b,"Tumi Grootboom",Doctor,MP916378,HPCSA,Good Standing,Free State,100,true,Low
182385f5-74ce-405d-a21b-166fbbb5eec8,"Lerato Grootboom",Attorney,LP213676,LPC,Practising,Mpumalanga,91,true,Low
ed675ec8-e262-41fa-9694-764885ea7ebb,"Tumi Grootboom",Doctor,MP734722,HPCSA,Suspended,Limpopo,45,true,Medium
6cbd2349-245f-4a05-86f5-11d253e7d6f0,"Nomsa Dlamini",Psychologist,MP871493,HPCSA,Active,Eastern Cape,96,true,Low
357a867e-80bc-401a-9ba6-84fa18410471,"Lindiwe Ndlovu",Psychologist,MP806501,HPCSA,Struck Off,North West,9,false,Critical
bbe7dd38-acc8-481d-a056-57f61046a398,"Lindiwe Khuma",Doctor,MP762103,HPCSA,Good Standing,Gauteng,92,true,Low
b0a9bdfa-97b4-4327-8a78-2701feca2aa4,"Sarah Muller",Psychologist,MP886775,HPCSA,Active,Mpumalanga,97,true,Low
95cb38dd-53e8-48b2-9f1c-0999563262b0,"Lerato Zuma",Nurse,REG85010,SANC,Struck Off,KwaZulu-Natal,4,false,Critical
0a8286f3-b36a-4397-a2ac-1713fe395a18,"Nomsa Botha",Specialist,MP255377,HPCSA,Practising,Free State,96,true,Low
73d2ef9c-ba02-48f0-9134-5de76afd947c,"Musa Zuma",Doctor,MP201240,HPCSA,Good Standing,Gauteng,90,true,Low
4192bb1e-7780-499e-b840-8de753af9f87,"Sarah Botha",Psychologist,MP483649,HPCSA,Struck Off,North West,26,false,Critical
5ea9cd8b-0f73-4f4f-a82b-a22f7b4483bc,"Sipho Smith",Nurse,REG16224,SANC,Struck Off,Mpumalanga,0,false,Critical
70f5d1b4-ff2f-48f6-b98a-f5c0fc65d09f,"Lindiwe Molefe",Advocate,LP763744,LPC,Good Standing,Eastern Cape,100,true,Low
5642af46-c4d1-4e62-8356-c4b79c07c37a,"Jane Dlamini",Doctor,MP764237,HPCSA,Suspended,North West,47,true,Medium
e31e5222-8aca-4fea-bac3-f1b2749f396d,"Sarah Dlamini",Specialist,MP517599,HPCSA,Active,Western Cape,98,true,Low
803c3bd1-0098-40bf-9f94-6995f1593be8,"Musa Molefe",Attorney,LP281278,LPC,Good Standing,North West,100,true,Low
9afefda9-c626-49d5-aa7e-4553a7679400,"Jane Khuma",Advocate,LP760267,LPC,Struck Off,Eastern Cape,16,false,Critical
53cd503d-2f54-451d-a270-23e900b2246e,"John Grootboom",Attorney,LP989573,LPC,Suspended,Free State,58,true,Medium
7a2f4a89-2993-4ad5-8143-3f1e9d2a8523,"Musa Khuma",Nurse,REG81943,SANC,Practising,Northern Cape,93,true,Low
ef701780-86ff-4df7-a165-f43ff153d916,"Musa Muller",Psychologist,MP116831,HPCSA,Practising,KwaZulu-Natal,94,true,Low
b1009b21-81d4-4302-b71c-743a05e1d04e,"Tumi Khuma",Psychologist,MP374167,HPCSA,Struck Off,Free State,23,false,Critical
a7745cd0-885b-41df-8301-f88e8ed1c2cb,"Nomsa Smith",Psychologist,MP219640,HPCSA,Practising,Northern Cape,100,true,Low
bc8bb5ab-e837-40c5-8bf7-29b8fccca901,"John Khuma",Attorney,LP811682,LPC,Struck Off,North West,4,false,Critical
f5b931e5-a0b1-46c2-a32d-adaa1a8b9af6,"Tumi Smith",Specialist,MP572324,HPCSA,Active,Northern Cape,92,true,Low
bf27ac2c-18e5-4c93-a788-6ed3ec961f36,"Lindiwe Grootboom",Advocate,LP337341,LPC,Practising,Limpopo,95,true,Low
4941d88e-b9e6-48b7-85af-d11ef8a1b1f6,"Chris Botha",Psychologist,MP740775,HPCSA,Active,KwaZulu-Natal,99,true,Low
ffc72b6b-34da-4145-9ce5-d4ff58490261,"Nomsa Zuma",Doctor,MP165004,HPCSA,Suspended,Gauteng,58,true,Medium
b099ad89-7b63-4993-9cba-ef847e1f8be4,"Chris Botha",Psychologist,MP892435,HPCSA,Good Standing,Western Cape,91,true,Low
96d0cb9f-9dea-4deb-b563-1c4dce3249f9,"Nomsa Dlamini",Nurse,REG62349,SANC,Struck Off,Gauteng,25,false,Critical
15d3008a-3b2f-4b44-8268-dd9002d39798,"Chris Grootboom",Nurse,REG60729,SANC,Practising,Eastern Cape,94,true,Low
aefb041a-94ad-437a-aac9-40fa83395dae,"John Khuma",Specialist,MP994484,HPCSA,Struck Off,Western Cape,2,false,Critical
8410b6d7-a489-47cd-b65d-9b57cb496dce,"Sarah Khuma",Advocate,LP184489,LPC,Active,KwaZulu-Natal,92,true,Low
0091965a-77ab-445e-ba8f-ccbfe32e7d20,"Nomsa Ndlovu",Advocate,LP810621,LPC,Good Standing,KwaZulu-Natal,95,true,Low
a2369568-0685-4850-9662-df64cf5c40ff,"Tumi Grootboom",Doctor,MP503178,HPCSA,Practising,Eastern Cape,95,true,Low
76c97db8-c855-4c11-b48f-8e3550e91bb6,"John Smit",Nurse,REG59614,SANC,Good Standing,Limpopo,91,true,Low
7de0b596-cb51-46a1-b7bb-96a945a390ed,"Sarah Muller",Specialist,MP406698,HPCSA,Good Standing,North West,92,true,Low
aecfbd04-1d6e-4dc5-a7fc-1e91c0fdc9f7,"Nomsa Khuma",Nurse,REG45411,SANC,Practising,North West,94,true,Low
5ee29a6c-1a75-4e87-85df-4182a2a26b6a,"Jane Muller",Advocate,LP934476,LPC,Suspended,Limpopo,44,true,Medium
d9054621-39ce-46f2-8b93-b33467076017,"Sarah Smit",Psychologist,MP369680,HPCSA,Struck Off,Free State,13,false,Critical
6a6c4883-01d3-43ad-876a-2e84d0acb720,"Lerato Khuma",Attorney,LP855408,LPC,Practising,Eastern Cape,92,true,Low
d38d5d1e-9b8b-4881-b948-ecdca6ea3b97,"Nomsa Grootboom",Specialist,MP165490,HPCSA,Practising,Limpopo,96,true,Low
af104dc2-ce21-40ba-a7a7-0efc8423ff80,"Kevin Zuma",Nurse,REG84697,SANC,Struck Off,Limpopo,0,false,Critical
263a1090-f507-47fc-8207-1e74c110d512,"Chris Molefe",Specialist,MP496656,HPCSA,Suspended,Limpopo,51,true,Medium
40d9ef1d-1d81-44fc-93bb-33c882f77513,"Tumi Ndlovu",Specialist,MP380268,HPCSA,Struck Off,Gauteng,26,false,Critical
f243be11-0a7c-426e-b469-5dcb4c913743,"Lerato Botha",Specialist,MP972146,HPCSA,Practising,Limpopo,95,true,Low
35adc3f3-7050-4422-83d8-39667aa14e06,"Lerato Smit",Specialist,MP282974,HPCSA,Practising,Northern Cape,95,true,Low
d7f85071-4f07-4940-8d98-a9a0c02b1003,"Thabo Botha",Specialist,MP737082,HPCSA,Suspended,North West,44,true,Medium
88b9503a-2ca8-4ee0-9127-2caa549a8840,"Sipho Dlamini",Psychologist,MP366379,HPCSA,Struck Off,Limpopo,15,false,Critical
4f54c0dd-0bd0-42cd-ba06-f719e6283564,"Chris Khuma",Attorney,LP818262,LPC,Active,Free State,91,true,Low
b63e1df8-6517-4ff9-80d4-31d35dbf572d,"Jane Khuma",Advocate,LP954190,LPC,Suspended,Northern Cape,60,true,Medium
3b9d722c-1331-4135-966b-8e6e662b076c,"Musa Muller",Psychologist,MP528474,HPCSA,Struck Off,Gauteng,1,false,Critical
214ff619-a0f4-422b-8319-85da00c08d70,"Jane Ndlovu",Nurse,REG20775,SANC,Practising,North West,91,true,Low
06f49ce4-c2dc-4559-95c8-12af602d9828,"Chris Grootboom",Nurse,REG49111,SANC,Suspended,North West,45,true,Medium
1574d4e3-1b13-40fc-a5a0-04392c174572,"Musa Botha",Specialist,MP272721,HPCSA,Good Standing,KwaZulu-Natal,99,true,Low
2da9b48e-0078-4d02-b8ef-3ceabad56e1c,"Chris Botha",Doctor,MP258243,HPCSA,Active,Gauteng,95,true,Low
04d3cf83-ce5b-4fd0-b8bf-7c3318089306,"Sarah Zuma",Specialist,MP379136,HPCSA,Suspended,KwaZulu-Natal,48,true,Medium
de1983fe-6a8d-479a-9d2a-7300a7cffc84,"Kevin Khuma",Advocate,LP737469,LPC,Good Standing,Eastern Cape,98,true,Low
b431203e-b5e3-4254-a506-c0b42d97ea2b,"John Zuma",Nurse,REG53730,SANC,Active,North West,100,true,Low
cb9de53d-c46f-4661-9511-b7fc3b800c3d,"Musa Muller",Advocate,LP433869,LPC,Practising,Western Cape,98,true,Low
b27b5061-ddad-402f-960c-5fae14cde62c,"Sipho Khuma",Psychologist,MP694935,HPCSA,Good Standing,Northern Cape,92,true,Low
634ffd69-9d84-4234-903c-47e0283e0b09,"Jane Botha",Doctor,MP420198,HPCSA,Struck Off,Eastern Cape,2,false,Critical
a4f9b131-cb0f-4f11-b0e1-2d290e6e64f2,"Thabo Ndlovu",Psychologist,MP941021,HPCSA,Practising,Eastern Cape,90,true,Low
6ba00fdd-9921-40ee-a759-ec4722aca270,"Tumi Dlamini",Psychologist,MP957987,HPCSA,Struck Off,Eastern Cape,17,false,Critical
a9e6307b-4956-44c4-9652-a5f32978f95b,"Sipho Smit",Psychologist,MP307345,HPCSA,Active,North West,90,true,Low
2e45f873-0e95-4d30-8f53-98a1199cdeb5,"Kevin Zuma",Psychologist,MP912668,HPCSA,Suspended,Mpumalanga,51,true,Medium
40b1a88c-981a-4ceb-a238-43a0ad825112,"Thabo Smit",Doctor,MP746189,HPCSA,Practising,Limpopo,92,true,Low
1568bfb7-c9a3-488f-b123-0ec16c83eadd,"Nomsa Dlamini",Attorney,LP161561,LPC,Struck Off,KwaZulu-Natal,26,false,Critical
0b8e8310-05fc-416f-962e-e0626f18a82a,"Sarah Ndlovu",Advocate,LP483867,LPC,Good Standing,Northern Cape,100,true,Low
e201903e-9f67-4b48-8fdc-91e3c6053271,"Kevin Muller",Advocate,LP993282,LPC,Suspended,Gauteng,51,true,Medium
b00c13f8-a6b3-402e-99f8-e4ca5bbebc44,"Tumi Molefe",Nurse,REG49517,SANC,Good Standing,Gauteng,93,true,Low
1b01474d-2b8e-4d5e-8879-59fe49d83c0e,"Chris Ndlovu",Specialist,MP760755,HPCSA,Active,Eastern Cape,98,true,Low
42919736-4cc5-4fb1-aa88-c2f05c692dec,"Thabo Khuma",Nurse,REG29638,SANC,Suspended,Limpopo,52,true,Medium
be2a9237-9b9b-474c-a446-271f5296a111,"Musa Smit",Advocate,LP141701,LPC,Practising,Gauteng,100,true,Low
06c8269b-e2a4-4584-bd13-25424cd72583,"Musa Grootboom",Advocate,LP584039,LPC,Struck Off,KwaZulu-Natal,30,false,Critical
989509d3-b48b-47bb-9e74-c7c8d4245d55,"Musa Molefe",Attorney,LP431026,LPC,Practising,Western Cape,98,true,Low
638e2f5e-7dd4-421d-83d8-97b2392225d6,"Chris Smit",Doctor,MP939025,HPCSA,Active,Northern Cape,91,true,Low
b417fae0-ee20-4284-9d31-3285b7fb5da0,"Tumi Molefe",Advocate,LP599330,LPC,Practising,Eastern Cape,93,true,Low
b43a9df9-5d3c-422a-9f15-74efc03c61b2,"Lerato Grootboom",Attorney,LP179920,LPC,Active,Northern Cape,94,true,Low
503aaf3d-8459-4ef7-b289-523329cfa8a0,"Tumi Grootboom",Doctor,MP874012,HPCSA,Struck Off,North West,10,false,Critical
61a79cd6-84d8-4e2e-b858-dc2ea14e32b6,"Sarah Botha",Specialist,MP105815,HPCSA,Good Standing,Limpopo,91,true,Low
564ad541-7779-4978-9784-9ee33a7b4f7f,"Jane Muller",Nurse,REG56022,SANC,Suspended,Mpumalanga,60,true,Medium
403cc679-25de-4d6e-9334-2bfef171a097,"Lerato Smith",Psychologist,MP248392,HPCSA,Active,Gauteng,98,true,Low
4e8a99bb-4fe6-4bd2-9d1e-925c07da3929,"Kevin Muller",Psychologist,MP512363,HPCSA,Active,Free State,90,true,Low
8a7b4888-9d90-45d4-afe9-ddd03e6de256,"Sipho Smith",Advocate,LP101414,LPC,Struck Off,Western Cape,14,false,Critical
74f85ed4-6676-4be0-aced-73c9dcb246e0,"Thabo Grootboom",Advocate,LP496418,LPC,Good Standing,KwaZulu-Natal,95,true,Low
8c8ccb91-feb3-4ecb-a2c1-e6c7a97257aa,"Sarah Smit",Advocate,LP746402,LPC,Struck Off,Western Cape,6,false,Critical
cb94766f-74d3-428c-8a97-6b04255cd7d2,"Sipho Grootboom",Doctor,MP283133,HPCSA,Good Standing,Gauteng,96,true,Low
98da60ac-20ae-487d-bf9d-82a79902101e,"John Dlamini",Psychologist,MP224812,HPCSA,Practising,Western Cape,94,true,Low
993af364-6fc8-413b-aaaa-34ef16518f91,"Nomsa Molefe",Psychologist,MP971583,HPCSA,Struck Off,Mpumalanga,10,false,Critical
8d29ada2-fbf7-4bb3-9b57-dc8dea58d7dc,"Sipho Ndlovu",Nurse,REG35299,SANC,Struck Off,KwaZulu-Natal,20,false,Critical
7a47f9dc-ae6d-42a3-9a0c-f048c9f32a27,"Lerato Zuma",Advocate,LP684609,LPC,Suspended,Mpumalanga,50,true,Medium
bf261929-85ca-4a47-bbdb-598d31b6402b,"Lerato Botha",Doctor,MP105975,HPCSA,Active,Eastern Cape,100,true,Low
09880075-cc40-4c36-99fa-baf1773a6291,"Lerato Muller",Doctor,MP688104,HPCSA,Active,Limpopo,98,true,Low
9dd1610e-45c2-4272-8fe6-45eb5bd365c9,"Lindiwe Dlamini",Psychologist,MP184576,HPCSA,Struck Off,Western Cape,15,false,Critical
74539d88-86d6-470e-b490-9d3d6d5b6fc4,"Lindiwe Khuma",Doctor,MP913103,HPCSA,Good Standing,Gauteng,93,true,Low
c028997e-2a78-4155-b56d-f6f965f2e23d,"Sarah Smit",Doctor,MP894524,HPCSA,Good Standing,Eastern Cape,99,true,Low
85ea67e2-891f-4a04-ace3-cbf3618b8a38,"John Grootboom",Psychologist,MP878596,HPCSA,Struck Off,Mpumalanga,8,false,Critical
37748219-4a5f-44e1-8220-6b73d080ce3f,"Tumi Botha",Psychologist,MP787321,HPCSA,Good Standing,KwaZulu-Natal,90,true,Low
53248439-0e1e-4f0c-8520-3bdae6a61189,"Jane Botha",Attorney,LP957714,LPC,Practising,Mpumalanga,94,true,Low
f5db2e64-59d8-4064-b351-7d7f788925e6,"Chris Grootboom",Attorney,LP503122,LPC,Practising,Free State,96,true,Low
e0615d54-1e53-4be0-b142-5213e6884a86,"Tumi Muller",Specialist,MP832723,HPCSA,Good Standing,Gauteng,97,true,Low
38107e01-297f-4c2a-ab3e-d4735479c5f3,"Sipho Dlamini",Attorney,LP322321,LPC,Practising,Western Cape,96,true,Low
cd0787b9-c423-4439-84b4-01b1de3663db,"Lerato Khuma",Doctor,MP538503,HPCSA,Practising,Free State,95,true,Low
bf0e01f3-0cfc-4645-819e-ab250a9d2e02,"Sipho Zuma",Advocate,LP826131,LPC,Good Standing,Northern Cape,91,true,Low
4511663a-ba62-4c29-8aab-e742e7df12aa,"Sarah Muller",Advocate,LP583919,LPC,Practising,Free State,99,true,Low
5f9f0a82-aada-406e-be84-245d3d15fb60,"Musa Smit",Nurse,REG77342,SANC,Good Standing,Mpumalanga,90,true,Low
6b147e3e-be16-4ef8-8a83-f773172156b0,"Musa Ndlovu",Psychologist,MP280823,HPCSA,Active,Limpopo,98,true,Low
8a07dc5a-7bd3-4226-bc51-3bf48a570717,"Musa Molefe",Attorney,LP993381,LPC,Good Standing,Eastern Cape,98,true,Low
d8ccff03-b8e5-4fcc-839f-a3a1736f9edd,"Sarah Grootboom",Specialist,MP140589,HPCSA,Active,North West,98,true,Low
36798218-08db-44b6-ac0f-3483d0f1cedb,"Chris Ndlovu",Attorney,LP914398,LPC,Good Standing,North West,94,true,Low
489987d6-5d81-4346-b3a7-1bb52f7ba4cc,"Thabo Smith",Nurse,REG23928,SANC,Good Standing,Mpumalanga,98,true,Low
5b89aa85-d810-4038-ac8a-a58a221e1bac,"Thabo Zuma",Advocate,LP482202,LPC,Struck Off,Western Cape,28,false,Critical
faddb59a-5159-4767-9b43-3bd778ada9d6,"Musa Zuma",Doctor,MP584979,HPCSA,Active,Northern Cape,93,true,Low
60a5d8b3-37b7-46c0-8e47-886b8cc2b0d5,"Kevin Khuma",Advocate,LP114587,LPC,Practising,Western Cape,98,true,Low
3175645e-4509-449a-bf97-ac9ac74ea93b,"Sipho Grootboom",Specialist,MP934499,HPCSA,Active,North West,90,true,Low
daa174c9-b430-4d31-8479-53dad4c1656a,"Thabo Dlamini",Doctor,MP187661,HPCSA,Practising,KwaZulu-Natal,94,true,Low
a251bfce-a53d-4f99-8dea-6e3d3be91ac2,"Kevin Smit",Attorney,LP107726,LPC,Good Standing,Free State,98,true,Low
101253c8-44e8-4c54-81aa-5977242ae081,"Lerato Dlamini",Nurse,REG47516,SANC,Struck Off,Limpopo,25,false,Critical
b5999ab5-d76d-44a9-8429-3cd9a34ceb74,"Nomsa Botha",Attorney,LP828360,LPC,Suspended,KwaZulu-Natal,46,true,Medium
5ea05f9e-c451-42b2-8a57-99b323b58545,"Chris Dlamini",Doctor,MP553091,HPCSA,Active,Northern Cape,91,true,Low
d87a0793-b7e0-415e-a7d7-837a968f19f6,"Tumi Grootboom",Nurse,REG89133,SANC,Good Standing,North West,93,true,Low
10bc4f85-b7d2-49d0-ae7a-354d87dd4ce4,"Lerato Ndlovu",Nurse,REG89059,SANC,Active,KwaZulu-Natal,94,true,Low
1276c56c-fb5d-4476-a68a-28843a31cf50,"Tumi Muller",Doctor,MP937761,HPCSA,Practising,Eastern Cape,98,true,Low
b286cd8b-1ad9-4c8e-8cf1-c45145744e04,"Sarah Zuma",Psychologist,MP228043,HPCSA,Active,KwaZulu-Natal,91,true,Low
2ce59d34-ec7e-430a-ae17-f33d7d99a4af,"Lindiwe Ndlovu",Advocate,LP392581,LPC,Active,Gauteng,91,true,Low
9ce86581-e3a3-4129-8ffc-d4af50f9f7f4,"Sipho Smith",Doctor,MP129324,HPCSA,Good Standing,North West,91,true,Low
8f0d16c2-d951-4c68-96fd-fe6b85cd80e9,"Chris Dlamini",Specialist,MP277938,HPCSA,Suspended,Limpopo,44,true,Medium
22196ff6-9320-48a3-ab70-674cf2b384a1,"John Smit",Advocate,LP670934,LPC,Practising,Western Cape,100,true,Low
fa4ee265-2c8f-4ffe-8da9-d710003e919f,"Thabo Zuma",Specialist,MP664251,HPCSA,Suspended,Western Cape,60,true,Medium
4393cff0-e206-4b11-a5cb-9fad99f94bae,"Chris Zuma",Nurse,REG93345,SANC,Active,Mpumalanga,100,true,Low
1dec6876-7cb0-4180-b9b3-7e8dd7ee0089,"Lindiwe Dlamini",Psychologist,MP443291,HPCSA,Struck Off,Western Cape,6,false,Critical
97ec0d2c-7b31-46fb-b17d-fefffec43b0c,"Sarah Khuma",Nurse,REG88259,SANC,Good Standing,Limpopo,91,true,Low
fe32ed3b-4cf8-4ffd-a981-5f436b800df3,"Lerato Botha",Specialist,MP167484,HPCSA,Struck Off,Free State,29,false,Critical
fff3115c-7103-417a-85f5-71837abcce17,"Tumi Dlamini",Specialist,MP958912,HPCSA,Good Standing,Mpumalanga,92,true,Low
99f26fc7-9a31-4a95-a412-34ceecc04938,"Lindiwe Molefe",Doctor,MP408677,HPCSA,Active,Western Cape,99,true,Low
1ded316f-f7c0-4d74-9cf0-a6947edfd66c,"Nomsa Smit",Nurse,REG58634,SANC,Active,Gauteng,91,true,Low
8a069fb1-0e86-414b-992c-26313c62c353,"Lindiwe Dlamini",Doctor,MP769567,HPCSA,Struck Off,Eastern Cape,27,false,Critical
4181aadc-78ab-4d3c-8556-f0690858cc81,"Nomsa Ndlovu",Specialist,MP455272,HPCSA,Suspended,Mpumalanga,46,true,Medium
ffbeb6aa-9b59-4280-a65b-b8e397687568,"Musa Ndlovu",Advocate,LP197380,LPC,Good Standing,Eastern Cape,96,true,Low
0f35f5b9-0f96-46d7-ab3f-69628f9e1818,"John Muller",Doctor,MP100497,HPCSA,Practising,Mpumalanga,91,true,Low
3433e6e3-5357-4c3a-ab1b-e74ce605c5ab,"Lerato Grootboom",Doctor,MP370858,HPCSA,Active,Western Cape,94,true,Low
ef559c5a-c033-4449-99de-1a6ce5cb3448,"Kevin Zuma",Doctor,MP817226,HPCSA,Active,Western Cape,100,true,Low
fe540cc7-4cd2-4dab-a496-0b1bc877aac0,"Sarah Smit",Attorney,LP159998,LPC,Suspended,Northern Cape,49,true,Medium
52929cf8-3936-4918-ad36-9de51df49983,"Lerato Zuma",Specialist,MP714432,HPCSA,Suspended,Western Cape,55,true,Medium
b8d08354-cfaf-4769-b464-956602639998,"Lerato Smit",Attorney,LP822103,LPC,Suspended,Free State,46,true,Medium
57a03b6b-4665-45ba-ac73-2fd0a12120c6,"Sipho Grootboom",Advocate,LP238691,LPC,Active,Eastern Cape,94,true,Low
ce7c28c1-5335-4530-bec9-93b0a6f87cd8,"Chris Ndlovu",Doctor,MP997665,HPCSA,Good Standing,Limpopo,96,true,Low
d7483d4b-dcaa-40e4-bfbc-a6bd8b2a8b23,"Sipho Dlamini",Specialist,MP739553,HPCSA,Good Standing,Mpumalanga,93,true,Low
4b286955-4062-4283-b3d9-aa3e3c9fd662,"Lindiwe Muller",Advocate,LP545310,LPC,Good Standing,Limpopo,100,true,Low
bf04603e-2a18-40c6-a97f-c4a1995c5774,"Sarah Grootboom",Attorney,LP822556,LPC,Good Standing,Eastern Cape,98,true,Low
b1931550-2c26-4b0d-b3de-93ade4a9b56e,"Lindiwe Smith",Attorney,LP770594,LPC,Good Standing,Mpumalanga,93,true,Low
60042e36-8d80-443c-b5dd-eaf889753d94,"Musa Grootboom",Psychologist,MP610623,HPCSA,Struck Off,Eastern Cape,19,false,Critical
09ac25ec-7936-40d9-b820-bab4783e429f,"Chris Khuma",Psychologist,MP225286,HPCSA,Practising,North West,91,true,Low
34ab2460-edda-4eda-b48b-7ed2368f5caf,"John Muller",Specialist,MP929644,HPCSA,Struck Off,KwaZulu-Natal,30,false,Critical
e2391942-904d-4545-9a41-f284e8cf2e7f,"Lindiwe Muller",Nurse,REG75924,SANC,Practising,Mpumalanga,98,true,Low
4e29cfa5-0c67-4e62-9b4c-f76a53f03451,"Sarah Molefe",Attorney,LP911309,LPC,Good Standing,KwaZulu-Natal,96,true,Low
e453298e-e21c-4a13-a61e-436be2496448,"Sipho Botha",Specialist,MP394282,HPCSA,Struck Off,Eastern Cape,29,false,Critical
76b4d8b3-c200-49fa-af53-85d7ffc67b34,"Lindiwe Ndlovu",Advocate,LP640936,LPC,Practising,Free State,92,true,Low
6a1cc0cb-d038-4b8a-a169-e3080f69d96d,"Musa Khuma",Specialist,MP625221,HPCSA,Struck Off,Free State,18,false,Critical
a3165bc2-0312-4c8a-bbfe-576afe7a5b17,"Sipho Botha",Attorney,LP569358,LPC,Good Standing,Northern Cape,90,true,Low
a9801199-e2df-40a8-9f46-108201cf1de1,"Kevin Muller",Nurse,REG71496,SANC,Good Standing,KwaZulu-Natal,96,true,Low
97a4dd18-227b-47a5-a735-6842c5c943a9,"Chris Smith",Nurse,REG53109,SANC,Struck Off,Western Cape,5,false,Critical
db8e2223-064e-4a39-b115-72cc31aaaef0,"Lindiwe Smit",Specialist,MP877095,HPCSA,Active,KwaZulu-Natal,90,true,Low
a1c79d9f-2d15-4250-9f1e-05cdcc799646,"Jane Muller",Doctor,MP134303,HPCSA,Suspended,KwaZulu-Natal,49,true,Medium
5c12c323-39e6-4090-9d48-dc85a2df6a52,"Kevin Dlamini",Attorney,LP182892,LPC,Good Standing,Western Cape,91,true,Low
a5fcad1a-facc-452f-874e-f8f686e6a11b,"Nomsa Muller",Nurse,REG38621,SANC,Practising,North West,91,true,Low
445d2b3f-90d8-479c-a12d-a85554716ee0,"Lerato Muller",Doctor,MP274655,HPCSA,Active,Limpopo,95,true,Low
125bf0ba-a608-4ffa-8ca4-0b48d1dabdc7,"Kevin Dlamini",Advocate,LP796285,LPC,Practising,North West,95,true,Low
e6c98e0f-46cd-470f-a06c-e5d41564e6ab,"Jane Grootboom",Specialist,MP600417,HPCSA,Active,Limpopo,91,true,Low
f1e43d87-f589-48bf-b2d5-916085852fa7,"Chris Dlamini",Psychologist,MP776434,HPCSA,Active,Free State,91,true,Low
c7a1390f-f747-4bd5-beac-ed2332f2b1ad,"Thabo Dlamini",Attorney,LP372985,LPC,Active,North West,92,true,Low
afe742b3-6802-42ed-be3a-69b793258e53,"Thabo Zuma",Specialist,MP282303,HPCSA,Active,KwaZulu-Natal,92,true,Low
2e437322-cd21-4678-aa69-56749f9d550b,"Sipho Molefe",Psychologist,MP361708,HPCSA,Struck Off,Gauteng,0,false,Critical
6b4a8ac5-4893-4a9d-ac98-7ff39bcd4be2,"Lindiwe Smith",Attorney,LP609776,LPC,Active,Western Cape,93,true,Low
3a583326-2cf1-4753-9b81-800850364509,"Nomsa Zuma",Advocate,LP943511,LPC,Suspended,Eastern Cape,47,true,Medium
